Fecha_Hora,Producto,Precio,URL
2025-10-30 21:32:00,Kindle Colorsoft Signature Edition,298.0,https://www.amazon.es/dp/B0CX8YKQ2H/?coliid=I27158574LWAWG&colid=31H38NUSM3MPG&ref_=list_c_wl_lv_ov_lig_dp_it&th=1
2025-10-30 21:43:21,SOLARAY Vitamina B-12 2000mcg,18.42,https://www.amazon.es/Solaray-Vitamina-sublingual-cereza-Comprimidos/dp/B005CG0QFQ/ref=sr_1_14?crid=2OQSYPR7BHMIJ&dib=eyJ2IjoiMSJ9.BmU62RU2QKnqoBgxD_fjR3FVkoPHAc_tZTXJCQtg56XhNslKW8n10zHHm8EpOS8ZQoAZvoN5NT45KX6O0CRGCQ5NXvVDtZdoYXOE0y9IMlrNypa1NmUlA_HXOzVIFWgAMqehzOfkqwhstS2YCGWyQqmTIjQ5aozmywC1E5eSO1l4HRFnD4-pnjIUUC5U8gfMoyonAuQQYHSZ4dGH9Yfeym1m6dgBItFsXJTqplL_A5lvQux_EXbGjO2Xr-UwlZxgb1kWJbIMpx2JI93L5aEVBV5FT5BuAPf8f6DLX_NFcQQ.sGfOAYiZDQtLt0WLP4uB3R576d0Sc7uUaTGvLEXZPgM&dib_tag=se&keywords=vitamina+b12+cianocobalamina&qid=1761856847&rdc=1&refinements=p_85%3A20930978031%2Cp_72%3A831280031&rnid=831271031&rps=1&sprefix=vitamina+b12+c%2Caps%2C82&sr=8-14
